,Unnamed: 0,id,brand,category,name,size,rating,number_of_reviews,love,price,value_price,options,online_only,exclusive,limited_edition,limited_time_offer,discount,g,mL,dollarpermL,dollarperg
3928,6320,2329902,Overose,Candles & Home Scents,Anamorphine Holo Candle,8.4 oz/ 240 g,0.0,0,214,68.0,68.0,no options,1,0,0,0,0.0,240.0,0.0,0.0,0.2833333333333333
3929,6321,2329928,Overose,Candles & Home Scents,Auraflowne Purple Candle,8.4 oz/ 240 g,0.0,0,193,58.0,58.0,no options,1,1,0,0,0.0,240.0,0.0,0.0,0.24166666666666667
3930,6322,2329894,Overose,Candles & Home Scents,Anthurium Holo Candle,8.4 oz/ 240 g,0.0,0,211,68.0,68.0,no options,1,0,0,0,0.0,240.0,0.0,0.0,0.2833333333333333
3931,6323,2329878,Overose,Candles & Home Scents,Nympholia Pink Candle,8.4 oz/ 240 g,0.0,0,223,58.0,58.0,no options,1,0,0,0,0.0,240.0,0.0,0.0,0.24166666666666667
3932,6324,2329936,Overose,Candles & Home Scents,Aesthetic Purple Candle,8.4 oz/ 240 g,3.5,3,312,58.0,58.0,no options,1,1,0,0,0.0,240.0,0.0,0.0,0.24166666666666667
3933,6325,2329860,Overose,Candles & Home Scents,Gaiasilk Pink Candle,8.4 oz/ 240 g,3.0,1,266,58.0,58.0,no options,1,0,0,0,0.0,240.0,0.0,0.0,0.24166666666666667
3934,6326,2329837,Overose,Candles & Home Scents,Valkiria Pink Candle,8.4 oz/ 240 g,5.0,1,267,58.0,58.0,no options,1,0,0,0,0.0,240.0,0.0,0.0,0.24166666666666667
3935,6327,2329910,Overose,Candles & Home Scents,Euphoriasme Purple Candle,8.4 oz/ 240 g,4.0,1,268,58.0,58.0,no options,1,1,0,0,0.0,240.0,0.0,0.0,0.24166666666666667
3936,6328,2329845,Overose,Candles & Home Scents,Anthurium Pink Candle,8.4 oz/ 240 g,0.0,0,123,58.0,58.0,no options,1,0,0,0,0.0,240.0,0.0,0.0,0.24166666666666667
3937,6329,2329852,Overose,Candles & Home Scents,Anamorphine Pink Candle,8.4 oz/ 240 g,0.0,0,140,58.0,58.0,no options,1,0,0,0,0.0,240.0,0.0,0.0,0.24166666666666667
3938,6330,1200773,Paco Rabanne,Cologne,1 Million Eau de Toilette,3.4 oz/ 100 mL,4.5,385,10000,92.0,92.0, - 1.7 oz/ 50 mL Eau de Toilette Spray - 3.4 oz/ 100 mL Eau de Toilette Spray  - 6.8 oz/ 200 mL Eau de Toilette Spray,0,0,0,0,0.0,0.0,100.0,0.92,0.0
3939,6331,1605906,Paco Rabanne,Cologne,Invictus Eau de Toilette,3.4 oz/ 100 mL,5.0,133,6100,92.0,92.0, - 1.7 oz/ 50 mL Eau de Toilette Spray - 3.4 oz/ 100 mL Eau de Toilette Spray  - 5.1 oz Eau de Toilette Spray,0,0,0,0,0.0,0.0,100.0,0.92,0.0
3940,6332,2038354,Paco Rabanne,Cologne,1 Million Lucky Eau de Toilette,3.4 oz/ 100 mL,4.5,30,1300,92.0,92.0, - 3.4 oz/ 100 mL Eau de Toilette Spray ,0,0,0,0,0.0,0.0,100.0,0.92,0.0
3941,6333,1836782,Paco Rabanne,Cologne,1 Million Privé Eau de Parfum,3.4 oz/ 100 mL,5.0,35,1400,100.0,100.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.4 oz/ 100 mL Eau de Parfum  ,0,0,0,0,0.0,0.0,100.0,1.0,0.0
3942,6334,2175230,Paco Rabanne,Perfume,Invictus Legend,3.4oz/100mL,5.0,8,493,100.0,100.0, - 1.7oz/50mL Eau de Parfum Spray - 3.4oz/100mL Eau de Parfum Spray ,0,0,0,0,0.0,0.0,100.0,1.0,0.0
3943,6335,2038370,Paco Rabanne,Cologne,Invictus Aqua Eau de Toilette,3.4 oz/ 100 mL,5.0,12,575,92.0,92.0,no options,0,0,0,0,0.0,0.0,100.0,0.92,0.0
3944,6336,1200799,Paco Rabanne,Body Sprays & Deodorant,1 Million Deodorant,2.2 oz/ 62 g,4.0,11,1000,29.0,29.0,no options,0,0,0,0,0.0,62.0,0.0,0.0,0.46774193548387094
3945,6337,1689355,Paco Rabanne,Cologne,1 Million Cologne ,4.2 oz/ 125 mL,4.5,11,883,86.0,86.0, - Out of stock: 4.2 oz/ 125 mL Eau de Toilette Spray ,0,0,0,0,0.0,0.0,125.0,0.688,0.0
3946,6340,2012748,PAT McGRATH LABS,Lipstick,MatteTrance™ Lipstick,0.14 oz/ 4 g,4.0,659,194600,38.0,38.0,no options,0,1,0,0,0.0,4.0,0.0,0.0,9.5
3947,6342,2310811,PAT McGRATH LABS,Concealer,Skin Fetish: Sublime Perfection Concealer,0.16 Fl. Oz./4.7 mL,4.5,539,22000,32.0,32.0,no options,0,1,0,0,0.0,0.0,4.7,6.808510638297872,0.0
3949,6345,2257111,PAT McGRATH LABS,Foundation,Skin Fetish: Sublime Perfection Foundation,1.18 oz/ 35 ml,4.0,1000,52300,68.0,68.0,no options,0,1,0,0,0.0,0.0,35.0,1.9428571428571428,0.0
3950,6347,2315471,PAT McGRATH LABS,Setting Spray & Powder,Skin Fetish: Sublime Perfection Blurring Under-Eye Setting Powder,0.14 oz/ 4.1 mL,4.5,284,12300,30.0,30.0,no options,0,1,0,0,0.0,0.0,4.1,7.317073170731708,0.0
3951,6348,2005684,PAT McGRATH LABS,Lip Liner,Permagel Ultra Lip Pencil,0.042 oz/ 1.2 g,4.5,119,48200,28.0,28.0,no options,0,1,0,0,0.0,1.2,0.0,0.0,23.333333333333336
3952,6349,2193795,PAT McGRATH LABS,Mascara,FetishEyes™ Mascara,0.27 oz/ 8 mL,4.0,755,27000,30.0,30.0,no options,0,1,0,0,0.0,0.0,8.0,3.75,0.0
3953,6353,2005593,PAT McGRATH LABS,Eyeliner,Permagel Ultra Glide Eye Pencil,0.042 oz/ 1.2 g,4.0,208,18900,28.0,28.0,no options,0,1,0,0,0.0,1.2,0.0,0.0,23.333333333333336
3954,6355,2274694,PAT McGRATH LABS,Lip Balm & Treatment,Lip Fetish Lip Balm,0.12 oz/ 3.5 g,3.5,269,53400,38.0,38.0,no options,0,1,1,0,0.0,3.5,0.0,0.0,10.857142857142858
3955,6356,2274371,PAT McGRATH LABS,Lipstick,Obsessive Opulence: MatteTrance™ Lipstick,0.14 oz/ 4 g,4.5,21,17100,38.0,38.0,no options,0,1,1,0,0.0,4.0,0.0,0.0,9.5
3956,6362,2061133,PAT McGRATH LABS,Eyeliner,PERMA PRECISION Liquid Eyeliner,.041 oz/ 1.2 mL,4.0,288,11900,32.0,32.0,no options,0,0,0,0,0.0,0.0,1.2,26.666666666666668,0.0
3957,6363,2005916,PAT McGRATH LABS,Lipstick,LuxeTrance™ Lipstick,0.14 oz/ 4 g,4.5,265,76400,38.0,38.0,no options,0,1,0,0,0.0,4.0,0.0,0.0,9.5
3958,6365,2274678,PAT McGRATH LABS,Highlighter,ChromaLuxe Hi-Lite Cream Highlighter,0.23 fl oz/ 7 mL,3.5,46,6100,30.0,30.0,no options,0,1,0,0,0.0,0.0,7.0,4.285714285714286,0.0
3959,6370,2220713,PAT McGRATH LABS,Eyeshadow,EYEdols™ Eye Shadow,0.038 oz/ 1.1 g,4.0,65,22600,25.0,25.0,no options,0,1,1,0,0.0,1.1,0.0,0.0,22.727272727272727
3960,6376,2221281,PATRICK TA,Body Lotions & Body Oils,Major Glow Body Oil,3.4 oz/ 100 mL,3.5,319,30900,52.0,52.0,no options,0,1,0,0,0.0,0.0,100.0,0.52,0.0
3961,6377,2221380,PATRICK TA,Highlighter,Major Glow Highlighting Mist,1.6 oz/ 45 g,3.0,209,18100,32.0,32.0,no options,0,1,0,0,0.0,45.0,0.0,0.0,0.7111111111111111
3962,6378,2281681,PATRICK TA,Lip Liner,Monochrome Moment - Precision Lip Crayon,0.014 oz/ 0.4 g,4.5,76,17000,26.0,26.0,no options,0,1,0,0,0.0,0.4,0.0,0.0,65.0
3963,6379,2221315,PATRICK TA,Lip Gloss,Major Glow Lip Shine,0.23 oz/ 7 mL,4.5,196,30000,22.0,22.0,no options,0,1,0,0,0.0,0.0,7.0,3.142857142857143,0.0
3964,6380,2312338,PATRICK TA,Body Lotions & Body Oils,Mini Major Glow Body Oil,1 oz/ 30 mL,4.0,15,6400,22.0,22.0,no options,0,1,0,0,0.0,0.0,30.0,0.7333333333333333,0.0
3965,6387,2340263,PATRICK TA,Eyebrow,Major Brow Shaping Wax,0.17 oz/ 5 g,0.0,0,1700,22.0,22.0,no options,0,1,0,0,0.0,5.0,0.0,0.0,4.4
3968,6396,2065860,Perricone MD,Decollete & Neck Creams,Cold Plasma Plus+ Neck & Chest Broad Spectrum SPF 25,1 oz/ 30 mL,4.5,240,3800,89.0,89.0,no options,0,0,0,0,0.0,0.0,30.0,2.966666666666667,0.0
3969,6399,2125706,Perricone MD,Moisturizers,High Potency Classics: Hyaluronic Intensive Moisturizer,1 oz/ 30 mL,4.5,272,6200,69.0,69.0,no options,0,0,0,0,0.0,0.0,30.0,2.3,0.0
3970,6400,2125888,Perricone MD,Face Serums,Vitamin C Ester Brightening Serum,1 oz/ 30 mL,4.5,413,11200,69.0,69.0,no options,0,0,0,0,0.0,0.0,30.0,2.3,0.0
3971,6401,2125722,Perricone MD,Eye Creams & Treatments,Hypoallergenic Firming Eye Cream,0.5 oz/ 15 mL,4.5,446,11600,72.0,72.0,no options,0,0,0,0,0.0,0.0,15.0,4.8,0.0
3972,6402,2211902,Perricone MD,Face Serums,No Makeup Foundation Serum Broad Spectrum SPF 20,1 oz/ 30 mL,4.0,1000,32400,60.0,60.0,no options,0,0,0,0,0.0,0.0,30.0,2.0,0.0
3973,6403,2304103,Perricone MD,Face Serums,High Potency Growth Factor Firming & Lifting Serum,2 oz/ 59 mL,4.5,258,702,129.0,129.0,no options,0,0,0,0,0.0,0.0,59.0,2.1864406779661016,0.0
3974,6407,2105872,Perricone MD,Eye Creams & Treatments,Essential Fx Acyl-Glutathione Eyelid Lift Serum,0.5 oz/ 15 mL,4.5,146,3200,122.0,122.0,no options,0,0,0,0,0.0,0.0,15.0,8.133333333333333,0.0
3975,6408,2125821,Perricone MD,Toners,No:Rinse Intensive Pore Minimizing Toner,4 oz/ 118 mL,4.0,189,3400,45.0,45.0,no options,0,0,0,0,0.0,0.0,118.0,0.3813559322033898,0.0
3976,6409,2125698,Perricone MD,Face Serums,High Potency Classics: Face Firming Serum,2 oz/ 59 mL,4.0,341,3100,99.0,99.0,no options,0,0,0,0,0.0,0.0,59.0,1.6779661016949152,0.0
3977,6410,2105914,Perricone MD,Eye Creams & Treatments,Essential Fx Acyl-Glutathione Smoothing & Brightening Under-Eye Cream,0.5 oz/ 15 mL,4.5,172,4300,122.0,122.0,no options,1,0,0,0,0.0,0.0,15.0,8.133333333333333,0.0
3978,6411,2211845,Perricone MD,Tinted Moisturizer,No Makeup Foundation Broad Spectrum SPF 20,1 oz/ 30 mL,4.0,1000,16300,60.0,60.0,no options,0,0,0,0,0.0,0.0,30.0,2.0,0.0
3979,6412,2125870,Perricone MD,Face Serums,Vitamin C Ester Brightening Overnight Treatment,2 oz/ 59 mL,4.5,328,5700,99.0,99.0,no options,0,0,0,0,0.0,0.0,59.0,1.6779661016949152,0.0
3980,6413,2211944,Perricone MD,Bronzer,No Makeup Bronzer Broad Spectrum SPF 20,0.3 oz/ 10 mL,4.5,196,11600,35.0,35.0,no options,0,0,0,0,0.0,0.0,10.0,3.5,0.0
3981,6417,2125862,Perricone MD,Face Serums,Vitamin C Ester Brightening Amine Face Lift,2 oz/ 59 mL,4.5,369,4200,99.0,99.0,no options,0,0,0,0,0.0,0.0,59.0,1.6779661016949152,0.0
3982,6418,2007300,Perricone MD,Eye Creams & Treatments,Cold Plasma+ Eye,0.5 oz/ 15 mL,4.0,31,2100,110.0,110.0,no options,0,0,0,0,0.0,0.0,15.0,7.333333333333333,0.0
3983,6420,2125656,Perricone MD,Eye Creams & Treatments,High Potency Classics: Firming Eye Lift,0.5 oz/ 15 mL,4.5,250,1800,72.0,72.0,no options,0,0,0,0,0.0,0.0,15.0,4.8,0.0
3984,6422,2105880,Perricone MD,Face Serums,Essential Fx Acyl-Glutathione Deep Crease Serum,1 oz/ 30 mL,4.5,154,1400,179.0,179.0,no options,0,0,0,0,0.0,0.0,30.0,5.966666666666667,0.0
3985,6423,2105898,Perricone MD,Moisturizers,Essential Fx Acyl-Glutathione Rejuvenating Moisturizer,1 oz/ 30 mL,4.5,145,1400,98.0,98.0,no options,0,0,0,0,0.0,0.0,30.0,3.2666666666666666,0.0
3986,6426,2125631,Perricone MD,Moisturizers,Multi-Action Overnight Intensive Firming Mask,2 oz/ 59 mL,4.5,230,2100,99.0,99.0,no options,0,0,0,0,0.0,0.0,59.0,1.6779661016949152,0.0
3987,6428,2125854,Perricone MD,Eye Creams & Treatments,Vitamin C Ester Brightening Eye Serum,0.5 oz/ 15 mL,4.0,324,3700,60.0,60.0,no options,1,0,0,0,0.0,0.0,15.0,4.0,0.0
3988,6430,2105906,Perricone MD,Night Creams,Essential Fx Acyl-Glutathione Intensive Overnight Moisturizer,2 oz/ 59 mL,4.5,131,421,179.0,179.0,no options,0,0,0,0,0.0,0.0,59.0,3.0338983050847457,0.0
3990,6432,2125839,Perricone MD,Face Wash & Cleansers,No:Rinse Micellar Cleansing Treatment,4 oz/ 118 mL,4.0,275,4200,45.0,45.0,no options,0,0,0,0,0.0,0.0,118.0,0.3813559322033898,0.0
3991,6433,2212025,Perricone MD,Lipstick,No Makeup Lipstick Broad Spectrum SPF 15,0.15 oz/ 4.2 g,4.0,647,12800,30.0,30.0,no options,0,0,0,0,0.0,4.2,0.0,0.0,7.142857142857142
3992,6434,2212033,Perricone MD,Body Lotions & Body Oils,Cold Plasma Plus+ Fragile Skin Therapy,6 oz/ 177 mL,4.5,193,782,99.0,99.0,no options,0,0,0,0,0.0,0.0,177.0,0.559322033898305,0.0
3993,6435,1942549,Perricone MD,Moisturizers,H2 Elemental Energy Hydrating Cloud Cream,1.7 oz/ 50 mL,3.5,72,2800,59.0,59.0,no options,0,0,0,0,0.0,0.0,50.0,1.18,0.0
3994,6437,2125649,Perricone MD,Face Serums,High Potency Classics: Firming Evening Repair,2 oz/ 59 mL,4.5,230,854,99.0,99.0,no options,0,0,0,0,0.0,0.0,59.0,1.6779661016949152,0.0
3995,6440,2211969,Perricone MD,Highlighter,No Makeup Highlighter,0.3 oz/ 10 mL,4.5,67,9400,35.0,35.0,no options,1,0,0,0,0.0,0.0,10.0,3.5,0.0
3996,6441,2212041,Perricone MD,Face Primer,No Makeup Instant Blur,0.35 oz/ 10 g,3.5,48,4200,55.0,55.0,no options,0,0,0,0,0.0,10.0,0.0,0.0,5.5
3997,6442,1830892,Perricone MD,Eye Creams & Treatments,PRE:EMPT SERIES™ Brightening Eye Cream,0.5 oz/ 15 mL,3.5,66,4200,55.0,55.0,no options,0,0,0,0,0.0,0.0,15.0,3.6666666666666665,0.0
3998,6443,2125771,Perricone MD,Moisturizers,Neuropeptide Firming Moisturizer,2 oz/ 59 mL,3.5,3,334,290.0,290.0,no options,1,0,0,0,0.0,0.0,59.0,4.915254237288136,0.0
3999,6444,2125847,Perricone MD,Value & Gift Sets,Vitamin C Ester 15% Intensive Brightening Regimen,4 X 0.34 oz/ 10 mL,4.5,275,917,99.0,99.0,no options,1,0,0,0,0.0,0.0,10.0,9.9,0.0
4000,6445,2125789,Perricone MD,Night Creams,Neuropeptide Night Cream,2.5 oz/ 75 mL,0.0,0,242,240.0,240.0,no options,1,0,0,0,0.0,0.0,75.0,3.2,0.0
4001,6446,2335511,Perricone MD,Face Wash & Cleansers,No Makeup Easy Rinse Makeup-Removing Cleanser,6 oz/ 177 mL,5.0,1,194,35.0,35.0,no options,0,0,0,0,0.0,0.0,177.0,0.1977401129943503,0.0
4002,6447,2125813,Perricone MD,Facial Peels,No:Rinse Exfoliating Peel,2 oz/ 59 mL,4.0,186,3300,45.0,45.0,no options,0,0,0,0,0.0,0.0,59.0,0.7627118644067796,0.0
4003,6449,1897669,Perricone MD,Face Oils,PRE:EMPT SERIES™ The Fixer Solid Oil Balm,0.7 oz/ 20 g,4.0,14,3400,38.0,38.0,no options,1,0,0,0,0.0,20.0,0.0,0.0,1.9
4004,6451,2125797,Perricone MD,Eye Creams & Treatments,Neuropeptide Firming & Illuminating Under-Eye Cream,0.5 oz/ 15 mL,4.0,8,1700,170.0,170.0,no options,1,0,0,0,0.0,0.0,15.0,11.333333333333334,0.0
4005,6453,1942572,Perricone MD,Face Masks,H2 Elemental Energy Firming Foam Mask,3.3 oz/ 100 mL,4.0,20,2200,50.0,50.0,no options,1,0,0,0,0.0,0.0,100.0,0.5,0.0
4006,6454,1897677,Perricone MD,Face Masks,PRE:EMPT SERIES™ Refreshing Shower Mask,2.5 oz/ 74 mL,4.5,20,1600,50.0,50.0,no options,1,0,0,0,0.0,0.0,74.0,0.6756756756756757,0.0
4007,6455,2125680,Perricone MD,Moisturizers,High Potency Classics: Face Finishing & Firming Moisturizer Tint SPF 30,2 oz/ 59 mL,4.0,303,4600,69.0,69.0,no options,0,0,0,0,0.0,0.0,59.0,1.1694915254237288,0.0
4008,6456,2335479,Perricone MD,Face Wash & Cleansers,Vitamin C Ester Citrus Brightening Cleanser,6 oz/ 177 mL,4.5,180,4800,35.0,35.0,no options,0,0,0,0,0.0,0.0,177.0,0.1977401129943503,0.0
4009,6457,2335487,Perricone MD,Face Wash & Cleansers,High Potency Classics: Nutritive Cleanser,6 oz/ 177 mL,4.5,435,6500,35.0,35.0,no options,0,0,0,0,0.0,0.0,177.0,0.1977401129943503,0.0
4010,6460,2322691,Peter Thomas Roth,Face Serums,PRO Strength Niacinamide Discoloration Treatment,1.7 oz/ 50 mL,4.5,166,11900,88.0,88.0,no options,0,1,0,0,0.0,0.0,50.0,1.76,0.0
4012,6465,2301984,Peter Thomas Roth,Eye Creams & Treatments,Vital-E™ Microbiome Age Defense Eye Cream,0.5 oz/ 15 mL,4.5,521,4200,55.0,55.0,no options,0,0,0,0,0.0,0.0,15.0,3.6666666666666665,0.0
4014,6470,2025591,Peter Thomas Roth,Face Serums,Potent-C™ Vitamin C Power Serum,1 oz/ 30 mL,4.0,658,22000,98.0,98.0,no options,0,0,0,0,0.0,0.0,30.0,3.2666666666666666,0.0
4015,6472,1898568,Peter Thomas Roth,Face Serums,Water Drench Hyaluronic Cloud Serum,1 oz/ 30 mL,4.0,446,18300,65.0,65.0,no options,0,0,0,0,0.0,0.0,30.0,2.1666666666666665,0.0
4019,6479,2270353,Peter Thomas Roth,Face Serums,PRO Strength Retinoid Peptide Serum,1 oz/ 30 mL,4.5,473,9100,110.0,110.0,no options,0,1,0,0,0.0,0.0,30.0,3.6666666666666665,0.0
4021,6482,2172815,Peter Thomas Roth,Face Serums,Peptide 21™ Wrinkle Resist Serum,1 oz/ 30 mL,4.5,544,3700,125.0,125.0,no options,0,0,0,0,0.0,0.0,30.0,4.166666666666667,0.0
4022,6484,2172823,Peter Thomas Roth,Moisturizers,Peptide 21™ Lift & Firm Moisturizer,3.4 oz/ 100 mL,4.5,486,3000,78.0,78.0,no options,0,0,0,0,0.0,0.0,100.0,0.78,0.0
4025,6489,2161818,Peter Thomas Roth,Moisturizers,Potent-C™ Vitamin C Bright & Plump Moisturizer,1.7 oz/ 50 mL,4.0,65,3000,68.0,68.0,no options,0,0,0,0,0.0,0.0,50.0,1.36,0.0
4028,6492,2058113,Peter Thomas Roth,Face Sunscreen,Max Mineral Naked Broad Spectrum SPF 45,1.7 oz/ 50 mL,4.5,95,8500,38.0,38.0,no options,0,0,0,0,0.0,0.0,50.0,0.76,0.0
4029,6495,2058154,Peter Thomas Roth,Eye Creams & Treatments,Potent-C™ Vitamin C Power Eye Cream,0.5 oz/ 15 mL,4.0,303,9300,65.0,65.0,no options,0,0,0,0,0.0,0.0,15.0,4.333333333333333,0.0
4030,6496,2270338,Peter Thomas Roth,Face Serums,PRO Strength Lactic Pore Treatment,1.7 oz/ 50 mL,4.5,414,9500,88.0,88.0,no options,0,1,0,0,0.0,0.0,50.0,1.76,0.0
4031,6498,1953991,Peter Thomas Roth,Face Wash & Cleansers,3% Glycolic Solutions Cleanser,8.5 oz/ 250 mL,4.5,343,4000,39.0,39.0,no options,0,0,0,0,0.0,0.0,250.0,0.156,0.0
4032,6499,2270346,Peter Thomas Roth,Facial Peels,PRO Strength Exfoliating Super Peel,1.7 oz/ 50 mL,4.5,106,5100,88.0,88.0,no options,0,1,0,0,0.0,0.0,50.0,1.76,0.0
4033,6500,2301976,Peter Thomas Roth,Moisturizers,Vital-E™ Microbiome Age Defense Cream,1.7 oz/ 50 mL,4.5,628,2600,75.0,75.0,no options,0,0,0,0,0.0,0.0,50.0,1.5,0.0
4035,6502,2239960,Peter Thomas Roth,Mascara,Lashes to Die For® Turbo Conditioning Lash Enhancer,.16 oz/ 4.7 mL,4.0,263,1900,85.0,85.0,no options,0,0,0,0,0.0,0.0,4.7,18.085106382978722,0.0
4037,6504,1976976,Peter Thomas Roth,Face Wash & Cleansers,Water Drench Cleanser,4 oz/120 mL,4.0,186,4200,30.0,30.0,no options,0,0,0,0,0.0,0.0,120.0,0.25,0.0
4038,6505,2270312,Peter Thomas Roth,Face Primer,Skin To Die For® Redness-Reducing Treatment Primer,1 oz/ 30 mL,4.5,12,3400,38.0,38.0,no options,1,0,0,0,0.0,0.0,30.0,1.2666666666666666,0.0
4039,6506,2270387,Peter Thomas Roth,Moisturizers,Acne-Clear Oil-Free Matte Moisturizer,1.7 oz/ 50 mL,4.5,16,3400,38.0,38.0,no options,0,0,0,0,0.0,0.0,50.0,0.76,0.0
4041,6508,1954007,Peter Thomas Roth,Toners,8% Glycolic Solutions Toner,5 oz/ 150 mL,4.0,75,6200,40.0,40.0,no options,0,0,0,0,0.0,0.0,150.0,0.26666666666666666,0.0
4042,6510,1953983,Peter Thomas Roth,Moisturizers,10% Glycolic Solutions Moisturizer,2.2 oz/ 63 mL,4.5,319,4300,45.0,45.0,no options,0,0,0,0,0.0,0.0,63.0,0.7142857142857143,0.0
4043,6512,2280964,Peter Thomas Roth,Toners,Water Drench® Hyaluronic Cloud Hydrating Toner Mist,5 oz/ 150 mL,4.5,20,3100,28.0,28.0,no options,1,0,0,0,0.0,0.0,150.0,0.18666666666666668,0.0
4044,6513,2270379,Peter Thomas Roth,Moisturizers,Green Releaf Therapeutic Sleep Cream,1.7 oz/ 50 mL,4.5,542,7600,65.0,65.0,no options,0,0,0,0,0.0,0.0,50.0,1.3,0.0
4045,6515,1977008,Peter Thomas Roth,Face Primer,Skin to Die For™ No- Filter Mattifying Primer & Complexion Perfector,1 oz/ 30 mL,4.0,284,16000,32.0,32.0,no options,0,0,0,0,0.0,0.0,30.0,1.0666666666666667,0.0
4046,6516,2138006,Peter Thomas Roth,Face Masks,Water Drench® Hyaluronic Micro-Bubbling Cloud Mask,4 oz/ 120 mL,4.0,13,1900,52.0,52.0,no options,0,0,0,0,0.0,0.0,120.0,0.43333333333333335,0.0
4047,6517,2058162,Peter Thomas Roth,Blemish & Acne Treatments,Potent-C™ Vitamin C Targeted Spot Brightener,0.5 oz/ 15 mL,4.5,306,6100,58.0,58.0,no options,0,0,0,0,0.0,0.0,15.0,3.8666666666666667,0.0
4048,6518,2161792,Peter Thomas Roth,Face Oils,Green Releaf Calming Face Oil,1 oz/ 30 mL,4.5,433,3800,68.0,68.0,no options,0,0,0,0,0.0,0.0,30.0,2.2666666666666666,0.0
4049,6519,2025583,Peter Thomas Roth,Moisturizers,Hungarian Thermal Water Mineral-Rich Moisturizer,1.7 oz/ 50 mL,3.5,126,7100,58.0,58.0,no options,0,0,0,0,0.0,0.0,50.0,1.16,0.0
4052,6522,2354660,Peter Thomas Roth,Moisturizers,FIRMx® Collagen Moisturizer,1.7 oz/ 50 mL,0.0,0,177,85.0,85.0,no options,0,0,0,0,0.0,0.0,50.0,1.7,0.0
4054,6524,2014678,Peter Thomas Roth,Face Masks,Hungarian Thermal Water Mineral-Rich Atomic Heat Mask,5.1 oz/ 150 mL,4.0,145,6700,60.0,60.0,no options,0,0,0,0,0.0,0.0,150.0,0.4,0.0
4055,6525,2239952,Peter Thomas Roth,Eye Primer,Skin to Die For™ Darkness-Reducing Under-Eye Treatment Primer,0.5 oz/ 15 mL,4.0,19,4200,32.0,32.0,no options,0,0,0,0,0.0,0.0,15.0,2.1333333333333333,0.0
4056,6526,2354637,Peter Thomas Roth,Eye Creams & Treatments,Water Drench® Hyaluronic Cloud Hydrating Eye Gel,0.5 oz/ 15 mL,0.0,0,218,42.0,42.0,no options,0,0,0,0,0.0,0.0,15.0,2.8,0.0
4058,6535,2028470,philosophy,Moisturizers,Purity Made Simple Ultra-Light Moisturizer,4.7 oz/ 141 mL,4.5,473,14000,25.0,25.0,no options,0,0,0,0,0.0,0.0,141.0,0.1773049645390071,0.0
4059,6537,607689,philosophy,Perfume,Amazing Grace Eau de Toilette,2 oz/ 60 mL,4.5,1000,31100,50.0,50.0, - 2 oz/ 60 mL Eau de Toilette Spray  - 0.33 oz/ 10 mL Eau de Toilette Rollerball - 0.5 oz/ 15 mL Eau de Toilette Spray - 4 oz/ 118 mL Eau de Toilette Spray,0,0,0,0,0.0,0.0,60.0,0.8333333333333334,0.0
4060,6538,707349,philosophy,Perfume,Pure Grace Fragrance,2 oz/ 60 mL,4.5,828,14300,50.0,50.0, - 2 oz/ 60 mL Eau de Toilette Spray  - 0.33 oz/ 10 mL Eau de Toilette Rollerball - 0.5 oz/ 15 mL Eau de Toilette Spray,0,0,0,0,0.0,0.0,60.0,0.8333333333333334,0.0
4063,6549,2039006,philosophy,Perfume,Amazing Grace Ballet Rose Eau de Toilette,2.0 oz/ 60 mL,4.5,130,6300,50.0,50.0, - 0.5 oz/ 15 mL Eau de Toilette Spray - 2.0 oz/ 60 mL Eau de Toilette Spray ,0,0,0,0,0.0,0.0,60.0,0.8333333333333334,0.0
4064,6550,674739,philosophy,Body Wash & Shower Gel,"Coconut Frosting Shampoo, Shower Gel & Bubble Bath",16 oz/ 480 mL,4.5,310,9900,18.0,18.0,no options,1,0,0,0,0.0,0.0,480.0,0.0375,0.0
4065,6551,352054,philosophy,Face Serums,Help Me,1.05 oz/ 30 g,4.5,1000,21000,49.0,49.0,no options,0,0,0,0,0.0,30.0,0.0,0.0,1.6333333333333333
4066,6552,2283349,philosophy,Moisturizers,Renewed Hope in A Jar Water Cream,2 oz/ 60 mL,4.5,135,1800,39.0,39.0,no options,0,0,0,0,0.0,0.0,60.0,0.65,0.0
4068,6555,757195,philosophy,Body Wash & Shower Gel,Melon Daiquiri,16 oz/ 480 mL,4.5,210,8900,18.0,18.0,no options,1,0,0,0,0.0,0.0,480.0,0.0375,0.0
4069,6556,1446426,philosophy,Body Lotions & Body Oils,Amazing Grace Whipped Body Crème,8 oz/ 240 mL,4.5,98,7500,36.0,36.0, - 8 oz/ 240 mL  Whipped Body Creme ,0,0,0,0,0.0,0.0,240.0,0.15,0.0
4070,6557,813345,philosophy,Body Wash & Shower Gel,"Vanilla Birthday Cake Shampoo, Shower Gel & Bubble Bath",16 oz/ 480 mL,4.0,568,15100,18.0,18.0,no options,1,0,0,0,0.0,0.0,480.0,0.0375,0.0
4071,6558,1971373,philosophy,Exfoliators,Ultimate Miracle Worker Multi-Rejuvenating Retinol + Superfood Oil and Pads,2 oz/ 60 mL,4.0,27,2700,75.0,75.0,no options,0,0,0,0,0.0,0.0,60.0,1.25,0.0
4073,6562,2189389,philosophy,Eye Creams & Treatments,anti-wrinkle miracle worker eye+ line-correcting eye cream,0.5 oz/ 15 mL,4.0,20,3300,60.0,60.0,no options,0,0,0,0,0.0,0.0,15.0,4.0,0.0
